source_file,polyline_index,point_index,lon,lat,x,y,nearest_x,nearest_y,signed_distance_m,abs_distance_m,kept
2024-11-29T04:54:35Z.json,0,6,105.86775,20.99612,590189.1381640172,2321962.9495591773,590182.3892007337,2321962.9013439724,6.749135508188635,6.749135508188635,True
2024-11-29T04:54:35Z.json,0,7,105.86775,20.99628,590189.0420564563,2321980.658709631,590182.2626865114,2321980.6102771983,6.779542945573336,6.779542945573336,True
2024-11-29T04:54:35Z.json,0,8,105.86776,20.99633,590190.0514254384,2321986.1984601193,590182.2231635657,2321986.1425343077,7.828461639619318,7.828461639619318,True
2024-11-29T04:54:35Z.json,0,9,105.86771,20.99658,590184.704248882,2322013.8408044204,590182.0254213384,2322013.8216666337,2.6788959037954467,2.6788959037954467,True
2024-11-29T04:54:35Z.json,0,10,105.86773,20.99673,590186.6929502513,2322030.454415235,590182.0637646898,2322023.4782467047,8.37235249667418,8.37235249667418,True
2024-11-29T04:54:35Z.json,0,11,105.86779,20.99677,590192.9053214695,2322034.915549311,590182.0637646898,2322023.4782467047,15.75916382022229,15.75916382022229,False
2024-12-08T06:44:24Z.json,0,0,105.86765,20.995,590179.4167779491,2321838.92911254,590183.4953322209,2321838.988116641,-4.078981053185871,4.078981053185871,True
2024-12-08T06:44:24Z.json,0,1,105.86765,20.99503,590179.3987608321,2321842.249577733,590183.4473016125,2321842.3081476316,-4.048964421048242,4.048964421048242,True
2024-12-08T06:44:24Z.json,0,2,105.86764,20.99594,590177.8128244918,2321942.964720586,590182.53138895,2321942.9984304374,-4.718684869770305,4.718684869770305,True
2024-12-08T06:44:24Z.json,0,3,105.86767,20.99619,590180.7808874566,2321970.6521878107,590182.3337487486,2321970.6632815925,-1.5529009190172287,1.5529009190172287,False
2024-12-08T06:44:24Z.json,0,4,105.86765,20.9965,590178.5158919153,2322004.9523861944,590182.0886019367,2322004.9779099585,-3.572801192277209,3.572801192277209,True
2024-12-09T22:05:55Z.json,0,0,105.86779,20.9967,590192.9473714919,2322027.1677954504,590182.0637646898,2322023.4782467047,11.491982725786567,11.491982725786567,True
2024-12-09T22:05:55Z.json,0,1,105.86778,20.99669,590191.9139783737,2322026.055332297,590182.0637646898,2322023.4782467047,10.181752293627996,10.181752293627996,True
2024-12-09T22:05:55Z.json,0,2,105.86778,20.99649,590192.0341191157,2322003.918893109,590182.0966748366,2322003.8478991073,9.937697869640028,9.937697869640028,True
2024-12-09T22:05:55Z.json,0,3,105.86781,20.99638,590195.2184032599,2321991.7607752983,590182.1836916094,2321991.667654138,13.035044279212652,13.035044279212652,True
2024-12-09T22:05:55Z.json,0,4,105.86779,20.99603,590193.3498434882,2321953.010725936,590182.4604159794,2321952.9329308798,10.889705392726762,10.889705392726762,True
2024-12-09T22:05:55Z.json,0,5,105.8678,20.99553,590194.689596,2321897.675273984,590182.8564236957,2321897.588188481,11.833492750183904,11.833492750183904,True
2024-12-09T22:05:55Z.json,0,6,105.86777,20.99541,590191.6434510794,2321884.376489429,590182.9541250069,2321884.3125408688,8.689561382019306,8.689561382019306,True
2024-12-09T22:05:55Z.json,0,7,105.86775,20.99522,590189.6787559844,2321863.3355939277,590183.1444668918,2321863.241062918,6.534972842938586,6.534972842938586,True
2024-12-09T22:05:55Z.json,0,8,105.86778,20.99492,590192.9771858878,2321830.1478631115,590183.62518072,2321830.012568441,9.352983764840905,9.352983764840905,True
2024-12-09T22:05:55Z.json,0,9,105.86781,20.99487,590196.1254573222,2321824.630676925,590183.705639455,2321824.451000467,12.4211174813155,12.4211174813155,True
2024-12-09T22:05:55Z.json,0,10,105.86784,20.99485,590199.2557098657,2321822.4339565397,590183.7380675725,2321822.209464117,15.51926606476248,15.51926606476248,True
2024-12-09T22:05:55Z.json,1,0,105.86771,20.99468,590185.8454438848,2321803.544658189,590183.7879155816,2321818.7638085093,15.357602651009195,15.357602651009195,True
2024-12-09T22:05:55Z.json,1,1,105.86772,20.99483,590186.7947662534,2321820.152624174,590183.7684570837,2321820.1088428143,3.026625843764182,3.026625843764182,True
2024-12-09T22:05:55Z.json,1,2,105.86766,20.99519,590180.3420797376,2321859.9643656285,590183.1912742825,2321860.0055846856,-2.849492685660807,2.849492685660807,False
2024-12-09T22:05:55Z.json,1,3,105.86767,20.99535,590181.2853957283,2321877.679153983,590183.0028499897,2321877.691793482,-1.7175007705558631,1.7175007705558631,False
2024-12-09T22:05:55Z.json,1,4,105.86772,20.99568,590186.2842344901,2321914.2324752077,590182.7370765785,2321914.2071339902,3.547248430405042,3.547248430405042,True
2024-12-09T22:05:55Z.json,1,5,105.86768,20.99628,590181.76623492,2321980.619225196,590182.2625972527,2321980.6227712533,-0.496374999235157,0.496374999235157,False
2024-12-09T22:05:55Z.json,1,6,105.8677,20.9966,590183.6528349186,2322016.0488076704,590182.0178222653,2322016.059746072,1.6350492424107954,1.6350492424107954,True
2024-12-09T22:05:55Z.json,1,7,105.86774,20.99669,590187.7563773878,2322026.032768233,590182.0637646898,2322023.4782467047,6.239504753476428,6.239504753476428,True
2024-12-13T00:52:18Z.json,0,0,105.86756,20.99468,590170.2542318025,2321803.4600617434,590183.7879155816,2321818.7638085093,-20.429519370459165,20.429519370459165,False
2024-12-13T00:52:18Z.json,0,1,105.86757,20.99481,590171.2155799158,2321817.8543828833,590183.7879155816,2321818.7638085093,-12.605184610435922,12.605184610435922,True
2024-12-13T00:52:18Z.json,0,2,105.86757,20.99509,590171.0474361664,2321848.8453906323,590183.3501530131,2321849.023373,-12.304004207293733,12.304004207293733,True
2024-12-13T00:52:18Z.json,0,3,105.86759,20.99536,590172.9641143563,2321878.740856726,590182.9945862095,2321878.814675366,-10.030743481402341,10.030743481402341,True
2024-12-13T00:52:18Z.json,0,4,105.86757,20.99573,590170.6630995356,2321919.681983508,590182.6973495535,2321919.76795728,-12.034557116124153,12.034557116124153,True
2024-12-13T00:52:18Z.json,0,5,105.86758,20.9959,590171.6004139121,2321938.503594005,590182.5629409626,2321938.581911291,-10.962806799842484,10.962806799842484,True
2024-12-13T00:52:18Z.json,0,6,105.86755,20.99619,590168.3080433193,2321970.5845086374,590182.3335956732,2321970.6847084532,-14.02591026764925,14.02591026764925,True
2024-12-13T00:52:18Z.json,0,7,105.86755,20.99621,590168.2960326439,2321972.798152357,590182.3177813961,2321972.8983249995,-14.022106568865564,14.022106568865564,True
2024-12-16T22:25:24Z.json,0,0,105.86769,20.99468,590183.7666155789,2321803.533377818,590183.7879155816,2321818.7638085093,-15.230445585694175,15.230445585694175,False
2024-12-16T22:25:24Z.json,0,1,105.86769,20.99471,590183.7485978941,2321806.8538429164,590183.7879155816,2321818.7638085093,-11.910030491340654,11.910030491340654,False
2024-12-16T22:25:24Z.json,0,2,105.86769,20.99547,590183.2921416559,2321890.9722958673,590182.9051339108,2321890.9694477078,0.3870182253841165,0.3870182253841165,True
2024-12-16T22:25:24Z.json,0,3,105.86766,20.99569,590180.0417851752,2321915.3054549885,590182.729092919,2321915.324653358,-2.687376320391516,2.687376320391516,True
2024-12-16T22:25:24Z.json,0,4,105.86766,20.99644,590179.591330496,2321998.317094978,590182.1360575241,2321998.3352747383,-2.5447919662130882,2.5447919662130882,True
2024-12-16T22:25:24Z.json,0,5,105.86768,20.99653,590181.6160775706,2322008.289773048,590182.064918779,2322008.29297961,-0.4488526621986766,0.4488526621986766,True
2024-12-16T22:25:24Z.json,0,6,105.86769,20.99654,590182.649472511,2322009.4022354735,590182.0570243921,2322009.3980029705,0.5924632374571606,0.5924632374571606,True
2024-12-19T21:56:19Z.json,0,0,105.86757,20.99482,590171.209574819,2321818.961204571,590183.7824284761,2321819.1430949853,-12.574169284994914,12.574169284994914,True
2024-12-19T21:56:19Z.json,0,1,105.86756,20.99489,590170.1281263932,2321826.7033170704,590183.6702211333,2321826.8992294134,-13.543511789620135,13.543511789620135,True
2024-12-19T21:56:19Z.json,0,2,105.86757,20.99527,590170.9393426225,2321868.7681818535,590183.067865863,2321868.8574409736,-12.128851684500894,12.128851684500894,True
2024-12-19T21:56:19Z.json,0,3,105.86755,20.99555,590168.6923791475,2321899.747912305,590182.8397630999,2321899.852029106,-14.147767067803468,14.147767067803468,True
2024-12-19T21:56:19Z.json,0,4,105.86758,20.99586,590171.6244357432,2321934.0763067026,590182.5945695158,2321934.1546783317,-10.970413716021499,10.970413716021499,True
2024-12-19T21:56:19Z.json,0,5,105.86758,20.99605,590171.5103316552,2321955.105921569,590182.4443338872,2321955.1840350707,-10.934281253444105,10.934281253444105,True
2024-12-19T21:56:19Z.json,0,6,105.86757,20.99621,590170.3748397029,2321972.8094315776,590182.3178069133,2321972.8947532168,-11.9432719793002,11.9432719793002,True
2024-12-20T21:47:18Z.json,0,0,105.86758,20.99468,590172.3330600536,2321803.4713404244,590183.7879155816,2321818.7638085093,-19.106891303815,19.106891303815,False
2024-12-20T21:47:18Z.json,0,1,105.86759,20.99484,590173.2763906564,2321821.186126832,590183.7506799253,2321821.3376574917,-10.475385302248588,10.475385302248588,True
2024-12-20T21:47:18Z.json,0,2,105.86756,20.99493,590170.1041061783,2321831.1306038625,590183.6061803245,2321831.3259372306,-13.503487007939428,13.503487007939428,True
2024-12-20T21:47:18Z.json,0,3,105.86759,20.99502,590173.1682958519,2321841.108917561,590183.4624962825,2321841.2578428905,-10.29527761935769,10.29527761935769,True
2024-12-20T21:47:18Z.json,0,4,105.86759,20.9953,590173.000146615,2321872.0999261783,590183.0434590336,2321872.1738393176,-10.043584394539803,10.043584394539803,True
2024-12-20T21:47:18Z.json,0,5,105.86764,20.99553,590178.0590636668,2321897.585025954,590182.8561871514,2321897.620330089,-4.797253392089431,4.797253392089431,True
2024-12-20T21:47:18Z.json,0,6,105.86757,20.99595,590170.5309812287,2321944.0320635103,590182.5233925127,2321944.1177383824,-11.992717314626624,11.992717314626624,True
2024-12-20T21:47:18Z.json,0,7,105.86756,20.99658,590169.1132341413,2322013.7562017357,590182.0252300227,2322013.8484462034,-12.912325378680523,12.912325378680523,True
2024-12-20T21:47:18Z.json,0,8,105.86759,20.99666,590172.1833912155,2322022.6276964755,590182.0588755367,2322022.574284136,-9.875628762529823,9.875628762529823,True
2024-12-20T21:47:18Z.json,0,9,105.86764,20.99672,590177.3443567676,2322029.2968284558,590182.0637646898,2322023.4782467047,-7.491909284722967,7.491909284722967,True
2024-12-20T21:47:18Z.json,0,10,105.86778,20.99676,590191.8719288553,2322033.8030861327,590182.0637646898,2322023.4782467047,14.240870532106314,14.240870532106314,False
2024-12-20T21:47:18Z.json,0,11,105.86785,20.99674,590199.1597424003,2322031.628931865,590182.0637646898,2322023.4782467047,18.939538602096068,18.939538602096068,False
2025-01-02T04:48:47Z.json,0,0,105.86766,20.99516,590180.3600971936,2321856.643900367,590183.239304892,2321856.685553622,-2.879508979696352,2.879508979696352,True
2025-01-02T04:48:47Z.json,0,1,105.86768,20.99521,590182.4088890379,2321862.1892893547,590183.1595257092,2321862.200148752,-0.7507152182016753,0.7507152182016753,True
2025-01-02T04:48:47Z.json,0,2,105.86771,20.9954,590185.4130026745,2321883.2358240015,590182.962181778,2321883.217787336,2.450887265390516,2.450887265390516,True
2025-01-02T04:48:47Z.json,0,3,105.86772,20.99558,590186.3442980774,2321903.164256964,590182.8161479617,2321903.13905154,3.528240149511893,3.528240149511893,True
2025-01-02T04:48:47Z.json,0,4,105.86775,20.99576,590189.354403466,2321923.1039718445,590182.6738577253,2321923.056245421,6.680716219413965,6.680716219413965,True
2025-01-02T04:48:47Z.json,0,5,105.86775,20.99614,590189.1261506104,2321965.163202966,590182.373386456,2321965.1149606076,6.75293647603167,6.75293647603167,True
2025-01-02T04:48:47Z.json,0,6,105.8677,20.99628,590183.8450410643,2321980.630506138,590182.2626227576,2321980.619201198,1.5824586879715015,1.5824586879715015,True
2025-01-02T04:48:47Z.json,0,7,105.86768,20.99639,590181.7001658971,2321992.7942661536,590182.175618725,2321992.797662832,-0.4754649608061625,0.4754649608061625,True
2025-01-02T04:48:47Z.json,0,8,105.8677,20.99665,590183.622802455,2322021.582917402,590182.0535595558,2322021.5914047766,1.569265851340549,1.569265851340549,True
2025-01-02T04:48:47Z.json,0,9,105.86775,20.99671,590188.7837639126,2322028.2520530857,590182.0637646898,2322023.4782467047,8.243034448421337,8.243034448421337,True
2025-01-03T04:44:26Z.json,0,0,105.86774,20.99468,590188.9636863557,2321803.5615792344,590183.7879155816,2321818.7638085093,16.059152469326847,16.059152469326847,True
2025-01-03T04:44:26Z.json,0,1,105.86771,20.99509,590185.5991943802,2321848.9243490268,590183.352055892,2321848.8918398637,2.247373629580281,2.247373629580281,True
2025-01-03T04:44:26Z.json,0,2,105.86768,20.99518,590182.4269069259,2321858.868824073,590183.2075563191,2321858.8801176623,-0.7807310806432077,0.7807310806432077,True
2025-01-03T04:44:26Z.json,0,3,105.86766,20.99537,590180.2339744837,2321879.8871574327,590182.986544261,2321879.9074148005,-2.752644317724863,2.752644317724863,True
2025-01-03T04:44:26Z.json,0,4,105.86772,20.99561,590186.32627903,2321906.4847224234,590182.7924265468,2321906.4594762614,3.533942662428252,3.533942662428252,True
2025-01-03T04:44:26Z.json,0,5,105.8677,20.99596,590184.037244406,2321945.212205906,590182.5156511967,2321945.2013355065,1.5216320383022182,1.5216320383022182,True
2025-01-03T04:44:26Z.json,0,6,105.86771,20.99599,590185.0586305445,2321948.538312003,590182.4919425332,2321948.5199753516,2.5667535097965324,2.5667535097965324,True
2025-01-03T04:44:26Z.json,0,7,105.8678,20.99609,590194.3532061297,2321959.657298414,590182.4129858942,2321959.5719963997,11.940524934266668,11.940524934266668,True
2025-01-03T04:44:26Z.json,0,8,105.86781,20.9962,590195.326532188,2321971.837980596,590182.3260201131,2321971.7451037606,13.000843830938816,13.000843830938816,True
2025-01-03T04:44:26Z.json,0,9,105.8678,20.99626,590194.251086077,2321978.4732709033,590182.2785645317,2321978.3877381254,11.972827068305754,11.972827068305754,True
2025-01-03T04:44:26Z.json,0,10,105.86772,20.9964,590185.8517685776,2321993.9236503155,590182.1677625929,2321993.897331443,3.684099995691361,3.684099995691361,True
2025-01-03T04:44:26Z.json,0,11,105.86771,20.99672,590184.6201569188,2322029.336311744,590182.0637646898,2322023.4782467047,6.391562190403557,6.391562190403557,True
2025-01-03T04:44:26Z.json,0,12,105.8678,20.9968,590193.9266994826,2322038.2416565376,590182.0637646898,2322023.4782467047,18.939046749856363,18.939046749856363,False
2025-01-08T21:33:09Z.json,0,0,105.86774,20.99468,590188.9636863557,2321803.5615792344,590183.7879155816,2321818.7638085093,16.059152469326847,16.059152469326847,True
2025-01-08T21:33:09Z.json,0,1,105.86771,20.9949,590185.7133105766,2321827.894735934,590183.6562497499,2321827.8649766087,2.0572760782511206,2.0572760782511206,True
2025-01-08T21:33:09Z.json,0,2,105.86772,20.99522,590186.5605247243,2321863.3186723334,590183.1440591606,2321863.269246614,3.4168230638524655,3.4168230638524655,True
2025-01-08T21:33:09Z.json,0,3,105.86769,20.99542,590183.3221721577,2321885.438186895,590182.9458612658,2321885.4354174584,0.3763210825483136,0.3763210825483136,True
2025-01-08T21:33:09Z.json,0,4,105.86778,20.99564,590192.5447050476,2321909.8390322216,590182.768781637,2321909.7691921396,9.776172879414805,9.776172879414805,True
2025-01-08T21:33:09Z.json,0,5,105.86778,20.996,590192.3284593036,2321949.6846192414,590182.4841246472,2321949.614290423,9.844585870889894,9.844585870889894,True
2025-01-08T21:33:09Z.json,0,6,105.86775,20.9963,590189.0300429619,2321982.872353461,590182.2468722335,2321982.8238938753,6.783343826103781,6.783343826103781,True
2025-01-08T21:33:09Z.json,0,7,105.86769,20.99648,590182.6855108629,2322002.7613038956,590182.1044672264,2322002.7571528675,0.5810584638966606,0.5810584638966606,True
2025-01-08T21:33:09Z.json,0,8,105.86768,20.99667,590181.5319887073,2322023.785280191,590182.0637646898,2322023.4782467047,-0.6140482532352981,0.6140482532352981,True
2025-01-08T21:33:09Z.json,0,9,105.86773,20.99674,590186.6869435207,2322031.5612372016,590182.0637646898,2322023.4782467047,9.311740861655439,9.311740861655439,True
2025-01-08T21:33:09Z.json,0,10,105.86778,20.99677,590191.8659217702,2322034.909908115,590182.0637646898,2322023.4782467047,15.058723917625539,15.058723917625539,True
2025-01-08T21:33:09Z.json,0,11,105.86785,20.99678,590199.1357121267,2322036.0562198507,590182.0637646898,2322023.4782467047,21.205112538004368,21.205112538004368,True
2025-01-13T21:49:08Z.json,0,0,105.86777,20.99675,590190.8385361031,2322032.690623026,590182.0637646898,2322023.4782467047,12.722597645099125,12.722597645099125,False
2025-01-13T21:49:08Z.json,0,1,105.86775,20.99664,590188.8258118811,2322020.50429934,590182.0478601449,2322020.54964453,6.778103416516962,6.778103416516962,True
2025-01-13T21:49:08Z.json,0,2,105.86775,20.99649,590188.9159142188,2322003.901970095,590182.096636591,2322003.853252558,6.819451646770577,6.819451646770577,True
2025-01-13T21:49:08Z.json,0,3,105.86772,20.9964,590185.8517685776,2321993.9236503155,590182.1677625929,2321993.897331443,3.684099995691361,3.684099995691361,True
2025-01-13T21:49:08Z.json,0,4,105.86773,20.99623,590186.9932832884,2321975.1133185094,590182.3021967058,2321975.079804962,4.691206292988049,4.691206292988049,True
2025-01-13T21:49:08Z.json,0,5,105.86771,20.99611,590184.9865536904,2321961.820174509,590182.3970568691,2321961.8016749094,2.5895629018463007,2.5895629018463007,True
2025-01-13T21:49:08Z.json,0,6,105.86769,20.99567,590183.1720189645,2321913.1087320726,590182.7449454583,2321913.1056810208,0.42708440464577024,0.42708440464577024,True
2025-01-13T21:49:08Z.json,0,7,105.86772,20.99534,590186.4884495697,2321876.6005336945,590183.0110693884,2321876.574942129,3.4774743498128293,3.4774743498128293,True
2025-01-13T21:49:08Z.json,0,8,105.86771,20.99503,590185.6352311807,2321842.283418527,590183.448117111,2321842.251777732,2.1873429300887057,2.1873429300887057,True
2025-01-13T21:49:08Z.json,0,9,105.86772,20.99468,590186.8848580401,2321803.5502984724,590183.7879155816,2321818.7638085093,15.525525441522777,15.525525441522777,False
2025-01-14T05:12:35Z.json,0,0,105.86769,20.99674,590182.5293439595,2322031.538674394,590182.0637646898,2322023.4782467047,8.073862681106373,8.073862681106373,True
2025-01-14T05:12:35Z.json,0,1,105.86766,20.99674,590179.4111443115,2322031.5217529717,590182.0637646898,2322023.4782467047,-8.469615572083436,8.469615572083436,True
2025-01-14T05:12:35Z.json,0,2,105.86764,20.99672,590177.3443567676,2322029.2968284558,590182.0637646898,2322023.4782467047,-7.491909284722967,7.491909284722967,True
2025-01-14T05:12:35Z.json,0,3,105.86762,20.99657,590175.3556459076,2322012.6832191306,590182.0332137005,2322012.7309242794,-6.677738195716584,6.677738195716584,True
2025-01-14T05:12:35Z.json,0,4,105.86764,20.99648,590177.488502457,2322002.733102135,590182.1044034606,2322002.7660785494,-4.616018795333821,4.616018795333821,True
2025-01-14T05:12:35Z.json,0,5,105.86765,20.99631,590178.630007554,2321983.922769952,590182.2388375757,2321983.9485517605,-3.6089221143060928,3.6089221143060928,True
2025-01-14T05:12:35Z.json,0,6,105.86769,20.99613,590182.8957326174,2321964.022537272,590182.3812170872,2321964.0188615266,0.5145286599621095,0.5145286599621095,True
2025-01-14T05:12:35Z.json,0,7,105.8677,20.99587,590184.0913010905,2321935.2508091996,590182.5868154436,2321935.240061018,1.5045240394615895,1.5045240394615895,True
2025-01-14T05:12:35Z.json,0,8,105.8677,20.99557,590184.2714884373,2321902.0461542546,590182.8240295943,2321902.0358134774,1.4474957802558872,1.4474957802558872,True
2025-01-14T05:12:35Z.json,0,9,105.86766,20.99535,590180.2459862224,2321877.6735138777,590183.0028352026,2321877.693802738,-2.7569236365060448,2.7569236365060448,True
2025-01-14T05:12:35Z.json,0,10,105.86769,20.99522,590183.44229348,2321863.301751324,590183.143651421,2321863.2974308943,0.298673309101337,0.298673309101337,True
2025-01-14T05:12:35Z.json,0,11,105.86766,20.99499,590180.4621956458,2321837.827930772,590183.5114783426,2321837.872044488,-3.049601774804545,3.049601774804545,True
2025-01-14T05:12:35Z.json,0,12,105.86765,20.9947,590179.5969477625,2321805.724461235,590183.7879155816,2321818.7638085093,-13.696305655118584,13.696305655118584,True
2025-01-14T05:12:35Z.json,0,13,105.86765,20.99468,590179.6089589958,2321803.5108178556,590183.7879155816,2321818.7638085093,-15.815100443221892,15.815100443221892,False
2025-01-16T22:11:38Z.json,0,0,105.86767,20.99667,590180.4925883408,2322023.779639732,590182.0637646898,2322023.4782467047,-1.599822764199075,1.599822764199075,True
2025-01-16T22:11:38Z.json,0,1,105.8677,20.99632,590183.8210154495,2321985.0577937593,590182.230994202,2321985.0464345035,1.590061822767994,1.590061822767994,True
2025-01-16T22:11:38Z.json,0,2,105.86769,20.99624,590182.8296632846,2321976.197578043,590182.2942385607,2321976.1937529207,0.5354383872075829,0.5354383872075829,True
2025-01-16T22:11:38Z.json,0,3,105.86771,20.99604,590185.0285985698,2321954.072421358,590182.4524068399,2321954.054016811,2.5762574709032267,2.5762574709032267,True
2025-01-16T22:11:38Z.json,0,4,105.86769,20.99586,590183.057901393,2321934.138346938,590182.5947098291,2321934.1350378557,0.46320338400195127,0.46320338400195127,True
2025-01-16T22:11:38Z.json,0,5,105.8677,20.99571,590184.1874013155,2321917.541659754,590182.7133296583,2321917.531128852,1.4741092736632124,1.4741092736632124,True
2025-01-16T22:11:38Z.json,0,6,105.86768,20.99557,590182.1926724605,2321902.034873624,590182.8240040868,2321902.0393839143,-0.631347737082526,0.631347737082526,True
2025-01-16T22:11:38Z.json,0,7,105.86772,20.99535,590186.4824432889,2321877.707355482,590183.0029239175,2321877.6817481737,3.4796135978370315,3.4796135978370315,True
2025-01-16T22:11:38Z.json,0,8,105.8677,20.99521,590184.4877100001,2321862.200569828,590183.1597975385,2321862.1813590303,1.3280514148209912,1.3280514148209912,True
2025-01-16T22:11:38Z.json,1,0,105.86767,20.99667,590180.4925883408,2322023.779639732,590182.0637646898,2322023.4782467047,-1.599822764199075,1.599822764199075,True
2025-01-16T22:11:38Z.json,1,1,105.86767,20.99667,590180.4925883408,2322023.779639732,590182.0637646898,2322023.4782467047,-1.599822764199075,1.599822764199075,True
2025-01-16T22:11:38Z.json,1,2,105.86766,20.9965,590179.5552934562,2322004.9580264855,590182.0886146904,2322004.9761247616,-2.53338588120092,2.53338588120092,True
2025-01-16T22:11:38Z.json,1,3,105.86768,20.99631,590181.7482161284,2321983.939690897,590182.2388758361,2321983.9431962143,-0.49067222868495824,0.49067222868495824,True
2025-01-16T22:11:38Z.json,1,4,105.86765,20.99613,590178.7381161946,2321963.9999760394,590182.3811660727,2321964.0260023177,-3.6431428439266194,3.6431428439266194,True
2025-01-16T22:11:38Z.json,1,5,105.86768,20.99598,590181.9464214803,2321947.4145688214,590182.4998114136,2321947.418522289,-0.5534040550938245,0.5534040550938245,True
2025-01-16T22:11:38Z.json,1,6,105.86767,20.9958,590181.0151258428,2321927.4861352765,590182.6421271522,2321927.497758721,-1.627042828357739,1.627042828357739,True
2025-01-16T22:11:38Z.json,1,7,105.86769,20.9957,590183.1540004663,2321916.429197547,590182.7212240434,2321916.426105753,0.4327874668255418,0.4327874668255418,True
2025-01-16T22:11:38Z.json,1,8,105.86766,20.99567,590180.053797089,2321913.091811353,590182.7449071954,2321913.111036887,-2.691178780018931,2.691178780018931,True
2025-01-16T22:11:38Z.json,1,9,105.86765,20.99561,590179.0504250616,2321906.4452403807,590182.7923372694,2321906.4719729405,-3.7420076964950115,3.7420076964950115,True
2025-01-16T22:11:38Z.json,1,10,105.86767,20.99547,590181.2133243011,2321890.9610154103,590182.9051043388,2321890.9734659614,-1.6918258516247329,1.6918258516247329,True
2025-01-16T22:11:38Z.json,1,11,105.86766,20.99531,590180.2700096669,2321873.2462267852,590183.0354170859,2321873.266578631,-2.7654823070130528,2.7654823070130528,True
2025-01-16T22:11:38Z.json,1,12,105.8677,20.99521,590184.4877100001,2321862.200569828,590183.1597975385,2321862.1813590303,1.3280514148209912,1.3280514148209912,True
2025-01-17T22:19:33Z.json,0,0,105.86785,20.99676,590199.147727269,2322033.842575855,590182.0637646898,2322023.4782467047,19.982019320969226,19.982019320969226,False
2025-01-17T22:19:33Z.json,0,1,105.86774,20.99675,590187.7203366136,2322032.6737000365,590182.0637646898,2322023.4782467047,10.795979247202744,10.795979247202744,False
2025-01-17T22:19:33Z.json,0,2,105.8677,20.99667,590183.6107894504,2322023.7965613035,590182.0637646898,2322023.4782467047,1.5794333773515543,1.5794333773515543,True
2025-01-17T22:19:33Z.json,0,3,105.86768,20.99651,590181.6280902216,2322006.0761291906,590182.0807330571,2322006.079362912,-0.4526543864126764,0.4526543864126764,True
2025-01-17T22:19:33Z.json,0,4,105.86771,20.99586,590185.136713358,2321934.149627826,590182.5947353345,2321934.131467705,2.54204289142709,2.54204289142709,True
2025-01-17T22:19:33Z.json,0,5,105.86766,20.99564,590180.0718149394,2321909.7713459106,590182.7686286102,2321909.7906121914,-2.6968824899502906,2.6968824899502906,True
2025-01-17T22:19:33Z.json,0,6,105.86768,20.99519,590182.4209009659,2321859.9756458327,590183.1915461158,2321859.986794691,-0.7707257904443784,0.7707257904443784,True
2025-01-17T22:19:33Z.json,0,7,105.86767,20.99501,590181.4895959644,2321840.0472142645,590183.4795938549,2321840.0760033964,-1.9902061245072376,1.9902061245072376,True
2025-01-17T22:19:33Z.json,0,8,105.86764,20.99488,590178.449433414,2321825.641612009,590183.6873187325,2321825.7173880544,-5.23843341261536,5.23843341261536,True
2025-01-17T22:19:33Z.json,0,9,105.86763,20.99468,590177.5301307173,2321803.4995382647,590183.7879155816,2321818.7638085093,-16.497206354677353,16.497206354677353,False
2025-01-19T06:26:20Z.json,0,0,105.86765,20.9953,590179.2366056711,2321872.1337649864,590183.0435477691,2321872.1617819425,-3.8070451910950602,3.8070451910950602,True
2025-01-19T06:26:20Z.json,0,1,105.86769,20.99556,590183.2380865804,2321900.933692097,590182.831923979,2321900.9307904346,0.40617296616865495,0.40617296616865495,True
2025-01-19T06:26:20Z.json,0,2,105.86771,20.99602,590185.0406113679,2321951.858777612,590182.4682211173,2321951.840400223,2.5724558946559783,2.5724558946559783,True
2025-01-19T06:26:20Z.json,0,3,105.86767,20.99617,590180.7928997829,2321968.4385440433,590182.3495630261,2321968.4496649867,-1.556702967223435,1.556702967223435,True
2025-01-19T06:26:20Z.json,0,4,105.86766,20.99648,590179.5673058138,2322002.744382644,590182.1044289683,2322002.7625080817,-2.537187898557853,2.537187898557853,True
2025-01-19T06:26:20Z.json,0,5,105.86771,20.99666,590184.6561963973,2322022.6953800037,590182.0596064506,2322022.709423866,2.5966279250474047,2.5966279250474047,True
2025-01-19T06:26:20Z.json,0,6,105.86773,20.99669,590186.7169771462,2322026.02712738,590182.0637646898,2322023.4782467047,5.305579974080029,5.305579974080029,True
2025-01-19T21:57:58Z.json,0,0,105.86775,20.9968,590188.7297020417,2322038.2134508495,590182.0637646898,2322023.4782467047,16.172846439927188,16.172846439927188,False
2025-01-19T21:57:58Z.json,0,1,105.86769,20.99665,590182.5834019432,2322021.5772768175,590182.0534986446,2322021.5801428417,0.529911049096273,0.529911049096273,True
2025-01-19T21:57:58Z.json,0,2,105.86768,20.99638,590181.7061721856,2321991.6874442417,590182.1835258639,2321991.6908544996,-0.4773658597576716,0.4773658597576716,True
2025-01-19T21:57:58Z.json,0,3,105.8677,20.99609,590183.9591621365,2321959.6008902183,590182.4128583944,2321959.5898432843,1.5463432017442282,1.5463432017442282,True
2025-01-19T21:57:58Z.json,0,4,105.86767,20.99587,590180.9730833622,2321935.233888154,590182.5867771833,2321935.2454165285,-1.6137350004776818,1.6137350004776818,True
